8 1730473796 4.000000 -1 4.000000 4.000000 4.000000
8 1730473796 1.000000 -1 1.000000 1.000000 1.000000
8 1730473801 4.000000 -1 4.000000 4.000000 4.000000
8 1730473801 1.000000 -1 1.000000 1.000000 1.000000
8 1730473806 4.000000 -1 4.000000 4.000000 4.000000
8 1730473806 1.000000 -1 1.000000 1.000000 1.000000
8 1730473811 4.000000 -1 4.000000 4.000000 4.000000
18 1730473816 6.000000 -1 6.000000 6.000000 6.000000
8 1730473816 5.000000 -1 5.000000 5.000000 5.000000
18 1730473821 1.000000 -1 1.000000 1.000000 1.000000
8 1730473821 5.000000 -1 5.000000 5.000000 5.000000
18 1730473821 1.000000 -1 1.000000 1.000000 1.000000
18 1730473826 1.000000 -1 1.000000 1.000000 1.000000
8 1730473826 1.000000 -1 1.000000 1.000000 1.000000
18 1730473826 1.000000 -1 1.000000 1.000000 1.000000
18 1730473831 2.000000 -1 2.000000 2.000000 2.000000
18 1730473836 4.000000 -1 4.000000 4.000000 4.000000
18 1730473846 3.000000 -1 3.000000 3.000000 3.000000
18 1730473851 2.000000 -1 2.000000 2.000000 2.000000
18 1730473856 5.000000 -1 5.000000 5.000000 5.000000
18 1730473861 2.000000 -1 2.000000 2.000000 2.000000
18 1730473866 2.000000 -1 2.000000 2.000000 2.000000
18 1730473871 4.000000 -1 4.000000 4.000000 4.000000
18 1730473871 1.000000 -1 1.000000 1.000000 1.000000
18 1730473881 3.000000 -1 3.000000 3.000000 3.000000
18 1730473891 2.000000 -1 2.000000 2.000000 2.000000
18 1730473896 1.000000 -1 1.000000 1.000000 1.000000
18 1730473901 2.000000 -1 2.000000 2.000000 2.000000
18 1730473906 1.000000 -1 1.000000 1.000000 1.000000
18 1730473911 3.000000 -1 3.000000 3.000000 3.000000
18 1730473911 2.000000 -1 2.000000 2.000000 2.000000
18 1730473916 4.000000 -1 4.000000 4.000000 4.000000
18 1730473921 2.000000 -1 2.000000 2.000000 2.000000
18 1730473926 2.000000 -1 2.000000 2.000000 2.000000
18 1730473931 5.000000 -1 5.000000 5.000000 5.000000
18 1730473936 2.000000 -1 2.000000 2.000000 2.000000
18 1730473941 2.000000 -1 2.000000 2.000000 2.000000
18 1730473946 3.000000 -1 3.000000 3.000000 3.000000
18 1730473951 5.000000 -1 5.000000 5.000000 5.000000
18 1730473956 2.000000 -1 2.000000 2.000000 2.000000
18 1730473966 4.000000 -1 4.000000 4.000000 4.000000
18 1730473971 2.000000 -1 2.000000 2.000000 2.000000
18 1730473981 5.000000 -1 5.000000 5.000000 5.000000
18 1730473986 4.000000 -1 4.000000 4.000000 4.000000
18 1730473991 3.000000 -1 3.000000 3.000000 3.000000
18 1730473996 4.000000 -1 4.000000 4.000000 4.000000
18 1730474001 4.000000 -1 4.000000 4.000000 4.000000
18 1730474006 1.000000 -1 1.000000 1.000000 1.000000
18 1730474006 1.000000 -1 1.000000 1.000000 1.000000
18 1730474011 4.000000 -1 4.000000 4.000000 4.000000
18 1730474016 2.000000 -1 2.000000 2.000000 2.000000
18 1730474021 1.000000 -1 1.000000 1.000000 1.000000
18 1730474026 1.000000 -1 1.000000 1.000000 1.000000
18 1730474031 6.000000 -1 6.000000 6.000000 6.000000
18 1730474036 1.000000 -1 1.000000 1.000000 1.000000
18 1730474041 3.000000 -1 3.000000 3.000000 3.000000
18 1730474046 1.000000 -1 1.000000 1.000000 1.000000
18 1730474051 7.000000 -1 7.000000 7.000000 7.000000
18 1730474056 3.000000 -1 3.000000 3.000000 3.000000
18 1730474066 2.000000 -1 2.000000 2.000000 2.000000
18 1730474076 3.000000 -1 3.000000 3.000000 3.000000
18 1730474081 2.000000 -1 2.000000 2.000000 2.000000
18 1730474086 4.000000 -1 4.000000 4.000000 4.000000
18 1730474091 1.000000 -1 1.000000 1.000000 1.000000
18 1730474101 2.000000 -1 2.000000 2.000000 2.000000
18 1730474111 3.000000 -1 3.000000 3.000000 3.000000
18 1730474116 1.000000 -1 1.000000 1.000000 1.000000
18 1730474126 3.000000 -1 3.000000 3.000000 3.000000
18 1730474141 2.000000 -1 2.000000 2.000000 2.000000
18 1730474146 2.000000 -1 2.000000 2.000000 2.000000
18 1730474156 1.000000 -1 1.000000 1.000000 1.000000
18 1730474161 5.000000 -1 5.000000 5.000000 5.000000
18 1730474166 2.000000 -1 2.000000 2.000000 2.000000
18 1730474171 2.000000 -1 2.000000 2.000000 2.000000
18 1730474181 2.000000 -1 2.000000 2.000000 2.000000
18 1730474186 1.000000 -1 1.000000 1.000000 1.000000
18 1730474191 3.000000 -1 3.000000 3.000000 3.000000
18 1730474201 1.000000 -1 1.000000 1.000000 1.000000
18 1730474206 2.000000 -1 2.000000 2.000000 2.000000
18 1730474211 2.000000 -1 2.000000 2.000000 2.000000
18 1730474216 2.000000 -1 2.000000 2.000000 2.000000
18 1730474221 2.000000 -1 2.000000 2.000000 2.000000
18 1730474226 3.000000 -1 3.000000 3.000000 3.000000
18 1730474236 2.000000 -1 2.000000 2.000000 2.000000
18 1730474241 3.000000 -1 3.000000 3.000000 3.000000
18 1730474246 1.000000 -1 1.000000 1.000000 1.000000
18 1730474251 1.000000 -1 1.000000 1.000000 1.000000
18 1730474256 1.000000 -1 1.000000 1.000000 1.000000
18 1730474261 4.000000 -1 4.000000 4.000000 4.000000
18 1730474266 9.000000 -1 9.000000 9.000000 9.000000
18 1730474276 1.000000 -1 1.000000 1.000000 1.000000
18 1730474281 1.000000 -1 1.000000 1.000000 1.000000
18 1730474286 2.000000 -1 2.000000 2.000000 2.000000
18 1730474291 1.000000 -1 1.000000 1.000000 1.000000
18 1730474296 3.000000 -1 3.000000 3.000000 3.000000
18 1730474301 4.000000 -1 4.000000 4.000000 4.000000
18 1730474306 2.000000 -1 2.000000 2.000000 2.000000
18 1730474311 3.000000 -1 3.000000 3.000000 3.000000
18 1730474316 5.000000 -1 5.000000 5.000000 5.000000
18 1730474321 4.000000 -1 4.000000 4.000000 4.000000
18 1730474326 3.000000 -1 3.000000 3.000000 3.000000
18 1730474331 1.000000 -1 1.000000 1.000000 1.000000
18 1730474336 6.000000 -1 6.000000 6.000000 6.000000
18 1730474341 2.000000 -1 2.000000 2.000000 2.000000
18 1730474346 2.000000 -1 2.000000 2.000000 2.000000
18 1730474351 1.000000 -1 1.000000 1.000000 1.000000
18 1730474356 5.000000 -1 5.000000 5.000000 5.000000
18 1730474361 1.000000 -1 1.000000 1.000000 1.000000
18 1730474366 2.000000 -1 2.000000 2.000000 2.000000
18 1730474376 4.000000 -1 4.000000 4.000000 4.000000
18 1730474381 1.000000 -1 1.000000 1.000000 1.000000
18 1730474386 2.000000 -1 2.000000 2.000000 2.000000
18 1730474391 4.000000 -1 4.000000 4.000000 4.000000
18 1730474401 4.000000 -1 4.000000 4.000000 4.000000
18 1730474406 2.000000 -1 2.000000 2.000000 2.000000
18 1730474411 1.000000 -1 1.000000 1.000000 1.000000
18 1730474416 1.000000 -1 1.000000 1.000000 1.000000
18 1730474421 2.000000 -1 2.000000 2.000000 2.000000
18 1730474426 3.000000 -1 3.000000 3.000000 3.000000
18 1730474431 5.000000 -1 5.000000 5.000000 5.000000
18 1730474436 3.000000 -1 3.000000 3.000000 3.000000
18 1730474446 2.000000 -1 2.000000 2.000000 2.000000
